0	65	49.90234375	31.94580078	23.25439453
1.370000005	65	64.89257812	31.93359375	23.16894531
2.25	65	64.91699219	31.97021484	23.20556641
3.410000086	65	64.91699219	32.03125	23.19335938
4.070000052	65	64.89257812	32.05566406	23.20556641
5.379999995	65	64.91699219	32.03125	23.19335938
6.040000081	65	64.91699219	32.08007812	23.12011719
7.360000014	65	64.91699219	32.04345703	23.13232422
8.080000043	65	64.89257812	32.10449219	23.16894531
9.389999986	65	64.91699219	32.12890625	23.19335938
10.05000007	65	64.91699219	32.11669922	23.14453125
11.37	65	64.89257812	32.14111328	23.18115234
12.03000009	65	64.89257812	32.18994141	23.16894531
13.39999998	65	64.89257812	32.21435547	23.13232422
14.06000006	65	64.89257812	32.2265625	23.16894531
15.38	65	64.91699219	32.2265625	23.21777344
16.04000008	65	64.91699219	32.25097656	23.25439453
17.41000009	65	64.91699219	32.25097656	23.20556641
18.07000005	65	64.91699219	32.32421875	23.20556641
19.38999999	65	64.91699219	32.421875	23.15673828
20.05000007	65	64.91699219	32.49511719	23.18115234
21.37	65	64.89257812	32.47070312	23.16894531
22.08000004	65	64.91699219	32.55615234	23.13232422
23.39999998	65	64.91699219	32.56835938	23.15673828
24.06000006	65	64.89257812	32.6171875	23.14453125
25.38	65	64.91699219	32.6171875	23.10791016
26.04000008	65	64.91699219	32.67822266	23.16894531
27.41000009	65	64.91699219	32.6171875	23.18115234
28.07000005	65	64.89257812	32.66601562	23.18115234
29.38999999	65	64.89257812	32.60498047	23.08349609
30.05000007	65	64.91699219	32.66601562	23.19335938
31.42000008	65	64.91699219	32.62939453	23.13232422
32.08000004	65	64.91699219	32.62939453	23.13232422
33.39999998	65	64.91699219	32.60498047	23.14453125
34.06000006	65	64.91699219	32.6171875	23.12011719
35.43000007	65	64.89257812	32.62939453	23.20556641
36.03000009	65	64.91699219	32.62939453	23.05908203
37.41000009	65	64.91699219	32.62939453	23.12011719
38.07000005	65	64.89257812	32.65380859	23.18115234
39.38	65	64.91699219	32.75146484	23.15673828
40.04000008	65	64.89257812	32.72705078	23.12011719
41.42000008	65	64.89257812	32.76367188	23.10791016
42.07000005	65	64.91699219	32.8125	23.09570312
43.38999999	65	64.91699219	32.82470703	23.08349609
44.05000007	65	64.91699219	32.87353516	23.08349609
45.37	65	64.91699219	32.83691406	23.10791016
46.03000009	65	64.91699219	32.82470703	23.05908203
47.39999998	65	64.91699219	32.91015625	23.08349609
48.5	65	64.91699219	32.86132812	23.01025391
49.38	65	64.89257812	32.95898438	23.05908203
50.04000008	65	64.89257812	33.05664062	23.046875
51.41000009	65	64.91699219	33.10546875	23.03466797
52.07000005	65	64.91699219	33.10546875	23.13232422
53.38999999	65	64.91699219	33.14208984	23.09570312
54.05000007	65	64.89257812	33.14208984	23.01025391
55.37	65	64.89257812	33.19091797	23.03466797
56.08000004	65	64.91699219	33.21533203	23.03466797
57.39999998	65	64.91699219	33.203125	23.13232422
58.06000006	65	64.91699219	33.25195312	23.046875
59.38	65	64.91699219	33.22753906	23.046875
60.09000003	65	64.89257812	33.21533203	23.01025391
61.41000009	65	64.91699219	33.23974609	23.09570312
62.07000005	65	64.91699219	33.26416016	23.14453125
63.38999999	65	64.89257812	33.36181641	23.10791016
64.04000008	65	64.89257812	33.37402344	23.09570312
65.42000008	65	64.91699219	33.36181641	23.07128906
66.08000004	65	64.89257812	33.43505859	23.05908203
67.39999998	65	64.91699219	33.42285156	23.07128906
68.05000007	65	64.91699219	33.54492188	23.10791016
69.37	65	64.91699219	33.52050781	23.10791016
70.03000009	35	64.89257812	33.61816406	23.08349609
71.39999998	35	34.93652344	33.63037109	23.07128906
72.06000006	35	34.9609375	33.70361328	23.09570312
73.38	35	34.9609375	33.66699219	23.09570312
74.04000008	35	34.93652344	33.77685547	23.18115234
75.41000009	35	34.93652344	33.82568359	23.14453125
76.07000005	35	34.93652344	33.81347656	23.20556641
77.38999999	35	34.93652344	33.80126953	23.19335938
78.05000007	35	34.93652344	33.85009766	23.16894531
79.37	35	34.9609375	33.7890625	23.20556641
80.08000004	35	34.93652344	33.71582031	23.20556641
81.39999998	35	34.93652344	33.77685547	23.13232422
82.06000006	35	34.93652344	33.77685547	23.14453125
83.38	35	34.93652344	33.69140625	23.09570312
84.04000008	35	34.93652344	33.70361328	23.13232422
85.41000009	35	34.93652344	33.74023438	23.2421875
86.07000005	35	34.93652344	33.71582031	23.13232422
87.38999999	35	34.93652344	33.70361328	23.15673828
88.05000007	35	34.91210938	33.66699219	23.21777344
89.37	35	34.93652344	33.60595703	23.20556641
90.08000004	35	34.93652344	33.65478516	23.18115234
91.39999998	35	34.93652344	33.59375	23.13232422
92.06000006	35	34.93652344	33.63037109	23.19335938
93.38	35	34.9609375	33.63037109	23.16894531
94.09000003	35	34.93652344	33.56933594	23.14453125
95.41000009	35	34.93652344	33.52050781	23.18115234
96.07000005	35	34.93652344	33.43505859	23.22998047
