77.1358032	82.0700073	17.5601444
75.3838196	81.9013748	17.5025349
76.30159	81.9625778	17.4307823
77.1828919	81.793663	17.4949074
77.9806213	82.195755	17.6187496
78.8482513	82.903389	17.9710217
79.6823578	83.4337082	18.1113739
80.5868607	84.1018143	18.0734367
81.485405	84.6707153	17.9577694
82.3836441	85.31707	17.923069
83.2166367	84.5523834	17.9566479
83.941391	83.1254349	17.9979878
84.2792664	81.715271	17.8673496
84.6843948	80.5757675	18.0304451
84.912941	79.7800522	17.9892502
84.9366531	79.229744	18.0733299
85.0152206	78.6024323	18.2882309
85.0066605	78.2994614	17.8176937
84.9585114	77.983429	17.8391476
84.8862763	77.4362564	17.8484688
84.7142258	77.1911163	18.2432823
84.6102982	76.852066	18.2813473
84.3872528	76.6739349	17.826191
84.1892319	76.5855942	17.5516167
84.1000137	76.6378708	17.4464035
83.7987366	76.6148758	17.6417027
83.7437897	76.6373673	17.6707878
83.530159	76.6148758	17.679821
83.3770523	76.5653687	17.6127605
83.3112488	76.6278229	17.8658447
83.1319656	76.5654984	17.8263359
82.9845047	76.5591049	17.9563084
82.8393707	76.6059723	18.0279713
82.7076569	76.6392746	18.0539284
82.5866165	76.5510635	18.0310783
82.4240952	76.5194016	18.0602875
82.3016357	76.4976578	18.1272774
82.2156754	76.499176	18.0604324
81.9458618	76.5223007	18.0483055
81.9466171	76.4416199	18.0681973
81.8450241	76.5258255	18.155077
81.6936646	76.5531006	18.1323757
81.6378021	76.4900131	17.9054108
81.5523758	76.5735931	18.0944462
81.4678268	76.6580429	18.1130791
81.370018	76.5900574	18.1433926
81.3156357	76.5827789	18.1009541
81.1856155	76.5875549	17.9577808
81.0887833	76.5952301	18.1225414
81.0409851	76.550499	18.163723
81.0150375	76.5990219	18.2219791
80.7523804	76.5924988	18.1004391
80.8890915	76.5333023	18.2129612
80.8151932	76.621788	18.1447277
80.6689758	76.566246	17.9452858
80.7149353	76.6396408	18.324646
80.5915527	76.7258301	18.2957497
80.5993118	76.7098923	18.0113354
80.5108795	76.6650391	18.0828438
80.5062637	76.6671753	18.0052719
80.4660568	76.592804	18.1045895
80.3804855	76.6220932	18.1412621
80.4109726	76.7104263	18.1642551
80.3206101	76.6602631	18.271656
80.2499313	76.7214966	18.3441696
80.2809219	76.6949844	18.2725544
80.2364349	76.7384567	18.3441696
80.161583	76.7649689	18.2178574
80.1909714	76.7097168	18.2548237
80.1342316	76.7781754	17.7337093
80.1101227	76.8014298	17.7522144
80.0901413	76.7983093	17.5314274
80.0660324	76.8385162	18.075779
79.9992828	76.8562317	18.1337471
80.0354385	76.8688202	18.1554966
80.0288239	76.862175	18.1480331
80.0642166	76.8807831	18.1041966
79.9779739	76.9229965	18.1668224
80.078743	76.9428558	18.0482311
79.9701157	76.9659653	17.9903984
80.0021439	76.9879684	18.2131195
80.014885	76.960083	18.1018486
79.9447632	76.9404907	17.9770241
79.9373856	76.9602127	18.0791531
79.8970184	76.9298325	18.0564575
79.8801346	76.9501801	18.2772846
79.8836441	76.9265747	18.2774372
79.8047562	76.9388962	18.3293228
79.8203964	76.9749451	18.2213421
79.7981415	77.0068512	18.3979797
79.7359848	77.0529327	18.2898617
79.8172913	77.0396423	18.3891201
79.7466583	77.1687393	18.5644436
79.6900177	77.1118698	18.5995293
79.7375641	77.1223145	18.7899799
79.7146835	77.2145996	18.4294949
79.7372131	77.2541657	18.367363
79.7094421	77.2364578	18.0505276
79.7616043	77.2922058	18.0217686
79.760231	77.3619919	18.3248005
79.7137146	77.3627548	18.4512348
79.7509918	77.3561096	18.5503063
79.760643	77.3962936	18.5079155
79.7216339	77.3978119	18.2812977
79.801918	77.3191071	18.230957
79.7210159	77.3870239	18.3376904
79.6959992	77.3653107	18.4274674
79.761673	77.3736038	18.4291763
79.7228088	77.4565888	18.5071354
79.7358322	77.4493332	18.6701527
79.6934509	77.4305191	18.7631207
79.7693939	77.5473785	18.5520115
79.7445145	77.5088654	18.7787991
79.692627	77.5381165	18.3665848
79.7853088	77.5464096	18.8095264
79.7450714	77.6178284	18.7413998
79.7026901	77.6125794	18.8875771
79.815773	77.5735855	18.8210163
79.7302628	77.6571732	18.7437363
79.7067642	77.6573105	18.8351421
79.794693	77.6100235	18.8428993
79.8017197	77.7051468	18.6911259
79.8215027	77.7182159	18.6259346
79.7918701	77.674942	18.592556
79.8127518	77.7365341	18.8328209
79.814888	77.738678	18.8238258
79.7880173	77.7997818	18.8391895
79.8239136	77.7443466	18.7465458
79.8275757	77.7446289	18.7848854
79.7743149	77.7352295	18.7058907
79.9473877	77.8275757	18.8855953
79.7558594	77.7979965	18.7763615
79.8182907	77.8504562	18.8542671
79.8486786	77.8301392	18.9226894
79.8200913	77.9301453	18.8638992
79.8276062	77.8631897	18.9597817
79.8277435	77.8531723	18.9447365
79.7962647	77.9739685	18.9359016
79.7629776	77.9575195	18.9858475
79.8125305	77.9902725	19.0454159
79.8505707	77.9336243	19.2629662
79.8290787	78.0068665	19.1172295
79.807106	78.0085373	19.2178707
79.9059143	78.0703735	19.1391125
79.791893	78.0880661	18.6952648
79.8044434	78.1141892	18.8918953
79.8997345	78.0472488	18.9117584
79.8202362	78.0927811	19.0806809
79.8433914	78.0483017	18.9243393
79.7951737	78.0676575	18.7864189
79.8668366	78.1665878	18.9583359
79.8500977	78.0516434	19.1104946
79.8063507	78.1499481	19.0118637
79.8695526	78.1726914	19.0183983
79.8029404	78.1736069	18.9320087
79.8323746	78.125267	19.0297527
79.9310379	78.1598816	19.0268116
79.8231583	78.2209473	18.7761059
79.7864533	78.2044601	18.981863
79.8811264	78.1775284	19.0656261
79.825264	78.1925964	19.2344971
79.8221741	78.1793518	18.976471
79.7913208	78.1518021	18.7592621
79.8525314	78.1827011	18.7825718
79.7911453	78.1854706	18.6411781
79.7592011	78.2955933	18.4910717
79.808136	78.253273	18.3026867
79.7795715	78.3972168	18.3199635
79.753006	78.3705902	18.3280735
79.8849716	78.3539734	18.4425716
79.7084656	78.4240875	18.5480442
79.7509842	78.3854828	18.5312729
79.8142014	78.3811646	18.583477
79.7976151	78.4491272	18.8119774
79.7824097	78.5015564	18.829073
79.829361	78.4741745	18.7260609
79.8568192	78.5659561	18.5820446
79.8294907	78.5351944	18.7452202
79.8075409	78.5571747	18.9219875
79.8775101	78.5697784	18.5482998
79.82901	78.5922165	18.5697346
79.8211823	78.5843735	18.6445923
79.9417801	78.5157929	18.6435452
79.8144226	78.5099411	18.9525356
79.7554779	78.4813385	19.258543
79.9299545	78.5715942	18.7328987
79.8194733	78.5995712	18.7225246
79.8834534	78.6501465	18.6957283
79.8013535	78.6220093	18.5804157
79.8638077	78.6913376	18.7268353
79.8397141	78.6469116	18.585598
79.8191528	78.6838074	18.9008541
79.8437042	78.6745834	19.3084145
79.8130112	78.7249985	19.0991535
79.8226852	78.7346878	19.4822044
79.924881	78.7694244	19.6160832
79.8355789	78.7746506	19.5877953
79.8647308	78.8275223	19.2599106
79.9196701	78.848732	19.0520115
79.8523026	78.8793182	18.7557049
79.8788528	78.8010941	18.5916615
79.8831558	78.7884979	18.8246651
79.8981934	78.7291641	19.2063999
79.8857651	78.8114014	18.8009968
79.8827057	78.815094	19.0522022
79.9416275	78.806488	19.1907024
79.895607	78.875351	19.1958923
79.8639984	78.8572159	19.057745
79.9723282	78.9285278	18.8908787
79.7964935	78.9180908	18.8107128
79.8804321	78.8939667	19.0344505
79.9476471	78.8936691	19.0911083
79.8898087	78.9067307	19.2767277
79.9406052	78.9204178	19.3528557
79.9065476	78.9370194	19.2044067
79.930336	78.9676056	19.4324322
79.8820114	78.9293518	19.4540119
79.9153137	78.9931259	19.1838818
79.9636612	78.9637909	19.0141354
79.8950806	78.9627228	19.4079704
79.8527374	78.9338455	19.3641415
79.9463501	78.9227982	19.3403397
79.7790985	78.9953308	19.288908
79.8547516	78.9460068	19.2600803
79.9182816	79.053566	19.2935715
79.8322144	78.9944229	19.3790264
79.8997269	79.0687866	19.5384693
79.8791885	79.082016	19.5647125
79.8664551	79.1165848	19.1364956
79.8512726	79.101387	18.9408188
79.8474503	79.0840378	18.8148708
79.8976364	79.0700684	18.8181648
79.8304367	79.0974274	18.8489399
79.8922958	79.1492157	18.7170963
79.9077988	79.0734787	18.6394806
79.7987061	79.1197357	19.5956841
79.8792801	79.1091461	19.4319611
79.9188919	79.1150055	19.4081707
79.8209915	79.1859741	19.2031002
79.9067688	79.1130142	19.1134872
79.9232025	79.159874	19.1395721
79.9301148	79.2107315	19.2157307
79.9006653	79.2049103	19.0306225
79.9172592	79.2553101	18.9580975
79.9410477	79.1743698	18.9962826
79.8655624	79.2136993	19.1924801
79.9030228	79.1430588	19.1624546
79.8902969	79.1708679	19.022747
79.7968674	79.2057648	18.8453484
79.9234848	79.1635437	18.8624802
79.9041672	79.2557221	18.9661617
79.8374252	79.2835236	18.8948174
79.9081955	79.2563782	19.1340885
79.9002304	79.2923203	19.0339298
79.8836746	79.3534622	19.0418987
79.8615952	79.3448792	18.8612118
79.8674545	79.3608856	18.9438343
79.9015427	79.3781052	19.0354118
79.8333054	79.3503571	18.8749733
79.8954544	79.3145752	19.1121483
79.9166489	79.3628159	19.322113
79.852066	79.3150711	19.9022427
79.9582596	79.3537903	20.3133812
79.9276047	79.4075623	20.1273727
79.8825073	79.4603958	19.8605881
79.9535599	79.3423233	19.4661465
79.914772	79.3643112	19.3921471
79.8758087	79.3759995	19.4774132
79.8739853	79.374176	19.4563789
79.9076386	79.4450073	19.5056076
79.9405136	79.4137268	19.3299713
79.8366394	79.4178772	19.3953953
79.8671875	79.4079132	19.3500195
79.8966904	79.4813461	19.174324
79.8206024	79.5234375	18.9784946
79.9410782	79.502121	18.9925175
79.8703613	79.4955368	19.2890301
79.8466263	79.4920502	19.4825554
79.915863	79.5241776	19.5148583
79.8415985	79.5343094	19.25667
79.9001007	79.6131058	19.3832417
79.8956833	79.5445099	19.450407
79.9089203	79.6084137	19.4766808
79.8825226	79.4570313	19.5039349
79.8613892	79.655426	19.2067738
79.8810349	79.6379318	19.331419
79.9030151	79.6160202	19.1966381
79.8392181	79.6163635	19.3261509
80.0077362	79.5755692	19.5422535
79.8526306	79.6567917	19.4361572
79.8640442	79.637825	19.7829495
79.9662705	79.6928101	19.5981007
79.8981476	79.6989517	19.3430748
79.9235077	79.6804199	19.2158928
79.9101791	79.6299362	19.1173191
79.9091339	79.703186	19.0173588
79.9120789	79.6960068	18.9750691
79.9207306	79.7553101	18.946806
79.9475632	79.7348785	19.0226193
79.9336319	79.7479477	19.0107288
79.8956299	79.7504578	19.2149143
80.0065918	79.7331467	19.1042614
79.8818741	79.821106	19.0208645
79.9004822	79.7688141	19.3494949
79.9594269	79.7669983	19.1081619
79.9321594	79.8511429	18.9824772
79.9438477	79.7682953	19.1210232
79.945755	79.8276062	19.2523232
79.9798584	79.8954773	19.4957256
79.9611664	79.8869019	19.300045
79.9337311	79.8965988	19.2729778
80.012497	79.9011078	19.4982662
79.9803085	79.899292	19.4392834
79.9691467	79.898262	19.6203136
80.0880585	79.8990402	19.6705208
79.9235535	79.9505539	19.6183853
79.9813614	79.9037247	19.675787
80.0700684	79.911438	19.71101
79.9393997	79.9495239	19.6551704
80.0213623	79.8728409	19.6296883
80.0177383	79.8860931	19.6028423
80.0220718	79.9680634	19.6836052
